,Attrition,Gender,OverTime,MaritalStatus,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,Education,EducationField,JobLevel,JobRole,Department,StockOptionLevel
765,0,Male,No,Married,3,High,1,3,High,High,1,4,Other,1,Research Scientist,Research & Development,1
766,0,Male,Yes,Married,2,High,4,2,High,High,0,4,Medical,5,Research Director,Research & Development,1
767,0,Female,No,Single,4,Medium,1,2,High,High,0,3,Other,2,Healthcare Representative,Research & Development,0
768,0,Male,No,Married,3,Low,2,2,High,High,0,3,Marketing,2,Sales Executive,Sales,1
769,0,Female,No,Divorced,1,High,3,3,Medium,High,1,1,Medical,1,Research Scientist,Research & Development,2
770,0,Male,No,Divorced,4,Very High,4,3,High,High,0,4,Medical,5,Research Director,Research & Development,2
771,0,Female,No,Married,3,High,2,3,Medium,High,0,4,Life Sciences,3,Sales Executive,Sales,1
772,0,Female,No,Married,1,High,2,3,High,High,1,3,Medical,1,Research Scientist,Research & Development,1
773,0,Female,No,Single,4,Very High,2,2,Medium,High,0,5,Medical,3,Manufacturing Director,Research & Development,0
774,0,Male,No,Single,3,Low,2,4,Medium,High,Non-Travel,1,Medical,4,Manager,Research & Development,0
775,0,Male,No,Divorced,3,Very High,3,3,Medium,High,0,3,Medical,3,Sales Executive,Sales,1
776,1,Female,Yes,Single,4,Very High,2,3,High,High,1,3,Marketing,1,Sales Representative,Sales,0
777,1,Female,No,Single,3,Low,1,2,Medium,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
778,0,Female,Yes,Divorced,4,Low,1,3,Medium,Very High,0,4,Life Sciences,2,Research Scientist,Research & Development,3
779,1,Male,Yes,Married,1,High,3,4,High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,3
780,1,Male,No,Single,2,Low,1,2,Medium,High,Non-Travel,2,Technical Degree,3,Healthcare Representative,Research & Development,0
781,0,Male,No,Married,1,Low,1,3,Medium,High,0,2,Medical,1,Laboratory Technician,Research & Development,2
782,0,Male,No,Married,3,Low,3,2,High,High,0,3,Other,2,Manufacturing Director,Research & Development,1
783,0,Female,No,Married,2,High,3,3,Very High,High,0,2,Technical Degree,1,Research Scientist,Research & Development,0
784,0,Female,No,Married,3,High,1,2,Medium,High,0,1,Life Sciences,3,Healthcare Representative,Research & Development,1
785,0,Male,No,Married,1,Very High,4,3,High,Very High,0,4,Technical Degree,3,Healthcare Representative,Research & Development,1
786,0,Male,No,Married,1,High,4,3,Low,High,Non-Travel,5,Life Sciences,1,Laboratory Technician,Research & Development,3
787,0,Male,No,Married,4,Medium,2,3,High,High,1,1,Life Sciences,3,Manufacturing Director,Research & Development,1
788,0,Female,No,Single,3,High,4,4,High,High,0,3,Other,2,Research Scientist,Research & Development,0
789,1,Male,No,Married,2,Low,4,3,Medium,High,0,2,Medical,3,Human Resources,Human Resources,1
790,0,Male,No,Divorced,4,Very High,3,3,Medium,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,1
791,1,Male,Yes,Single,4,Low,1,3,High,Very High,0,3,Technical Degree,3,Sales Executive,Sales,0
792,1,Female,No,Single,1,High,2,3,Medium,Very High,1,4,Medical,2,Research Scientist,Research & Development,0
793,0,Male,No,Divorced,1,High,4,2,High,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,1
794,0,Male,No,Single,1,Very High,3,2,High,High,1,1,Life Sciences,2,Healthcare Representative,Research & Development,0
795,0,Female,Yes,Divorced,4,Very High,3,3,Medium,High,0,4,Life Sciences,2,Sales Executive,Sales,3
796,1,Male,Yes,Married,4,Very High,2,4,High,High,0,1,Technical Degree,1,Laboratory Technician,Research & Development,1
797,1,Male,No,Divorced,1,High,3,2,High,Very High,0,3,Medical,1,Laboratory Technician,Research & Development,1
798,1,Male,Yes,Single,1,Medium,2,3,Medium,Very High,0,3,Medical,1,Research Scientist,Research & Development,0
799,0,Male,No,Married,4,Low,4,3,High,High,0,2,Medical,4,Manager,Research & Development,1
800,1,Male,No,Divorced,1,Medium,1,3,Medium,High,1,3,Medical,1,Laboratory Technician,Research & Development,2
801,1,Male,Yes,Single,4,High,4,3,High,High,1,4,Other,2,Sales Executive,Sales,0
802,0,Female,No,Married,4,Medium,3,3,High,High,1,3,Life Sciences,2,Sales Executive,Sales,1
803,0,Male,No,Married,3,Very High,4,3,Medium,High,Non-Travel,4,Life Sciences,1,Research Scientist,Research & Development,3
804,0,Male,No,Single,1,Very High,3,2,Very High,Very High,Non-Travel,4,Medical,4,Manager,Research & Development,0
805,0,Female,No,Married,2,High,4,3,Medium,High,Non-Travel,4,Life Sciences,2,Sales Executive,Sales,1
806,0,Male,No,Single,2,Medium,4,3,High,High,0,4,Life Sciences,3,Healthcare Representative,Research & Development,0
807,0,Male,Yes,Divorced,3,High,2,3,Medium,High,0,4,Marketing,3,Sales Executive,Sales,2
808,0,Female,No,Divorced,3,Very High,1,3,High,Very High,0,4,Life Sciences,1,Research Scientist,Research & Development,1
809,0,Female,No,Divorced,4,Medium,2,2,High,High,0,3,Medical,3,Manufacturing Director,Research & Development,3
810,0,Male,No,Married,1,High,4,3,High,High,0,1,Marketing,4,Manager,Sales,1
811,0,Male,No,Single,4,Medium,3,3,High,High,0,2,Marketing,3,Sales Executive,Sales,0
812,0,Female,No,Married,3,Low,3,3,High,High,1,3,Life Sciences,3,Manufacturing Director,Research & Development,1
813,1,Male,No,Divorced,1,Very High,4,3,High,High,1,3,Life Sciences,4,Healthcare Representative,Research & Development,3
814,0,Male,No,Single,3,High,1,4,Medium,High,0,3,Medical,5,Research Director,Research & Development,0
815,0,Female,Yes,Single,4,Medium,3,4,Medium,High,0,1,Technical Degree,1,Research Scientist,Research & Development,0
816,0,Male,No,Single,3,Medium,3,2,High,High,Non-Travel,3,Life Sciences,2,Laboratory Technician,Research & Development,0
817,0,Male,No,Single,1,Very High,1,3,High,Very High,Non-Travel,4,Life Sciences,2,Manufacturing Director,Research & Development,0
818,0,Male,No,Married,3,Very High,1,3,Very High,High,1,3,Life Sciences,1,Sales Representative,Sales,1
819,0,Male,No,Married,1,Medium,1,1,Medium,High,0,1,Life Sciences,1,Research Scientist,Research & Development,0
820,0,Male,No,Divorced,4,Very High,4,3,High,High,1,2,Marketing,2,Sales Executive,Sales,1
821,0,Male,No,Married,4,Medium,2,3,Medium,High,0,4,Technical Degree,4,Sales Executive,Sales,1
822,0,Male,No,Single,4,High,4,2,High,High,1,2,Life Sciences,2,Manufacturing Director,Research & Development,0
823,0,Female,No,Divorced,4,Medium,4,2,High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,2
824,0,Male,No,Single,2,Very High,1,3,Low,High,0,3,Medical,2,Laboratory Technician,Research & Development,0
825,0,Male,Yes,Married,2,Very High,3,2,Medium,High,0,1,Medical,2,Manufacturing Director,Research & Development,1
826,0,Male,No,Married,3,High,4,4,Very High,High,0,3,Human Resources,1,Human Resources,Human Resources,1
827,0,Male,Yes,Divorced,3,High,4,3,Medium,High,1,3,Life Sciences,1,Research Scientist,Research & Development,1
828,1,Male,No,Single,3,High,4,3,High,High,Non-Travel,1,Medical,1,Laboratory Technician,Research & Development,0
829,1,Female,Yes,Single,1,Low,1,3,High,High,0,4,Marketing,2,Sales Executive,Sales,0
830,0,Male,Yes,Married,2,Very High,1,3,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
831,1,Male,No,Married,3,High,3,2,High,High,1,3,Medical,1,Laboratory Technician,Research & Development,1
832,0,Female,No,Divorced,3,Very High,3,3,Medium,High,0,2,Medical,2,Healthcare Representative,Research & Development,2
833,0,Male,No,Married,4,High,3,3,Medium,High,0,3,Life Sciences,1,Research Scientist,Research & Development,1
834,0,Female,No,Married,2,High,1,2,High,Very High,0,1,Life Sciences,2,Sales Executive,Sales,0
835,0,Male,No,Single,3,High,2,1,High,High,0,4,Technical Degree,1,Human Resources,Human Resources,0
836,1,Female,No,Married,4,Low,1,1,Medium,High,0,1,Life Sciences,3,Sales Executive,Sales,1
837,0,Female,No,Single,2,High,3,2,High,High,1,4,Medical,3,Research Director,Research & Development,0
838,1,Male,Yes,Single,3,Low,2,2,High,High,1,3,Life Sciences,4,Sales Executive,Sales,0
839,0,Male,No,Single,2,Low,4,4,High,High,0,4,Marketing,2,Sales Executive,Sales,0
840,0,Male,No,Married,4,High,2,3,Medium,High,0,4,Medical,1,Laboratory Technician,Research & Development,1
841,0,Male,No,Single,4,Medium,4,3,High,Very High,0,3,Medical,1,Laboratory Technician,Research & Development,0
842,1,Female,Yes,Married,3,Very High,4,2,High,High,0,1,Life Sciences,1,Laboratory Technician,Research & Development,0
843,0,Male,No,Married,1,Very High,2,3,Very High,Very High,0,4,Medical,1,Laboratory Technician,Research & Development,1
844,0,Male,No,Married,3,High,1,3,Medium,High,0,3,Marketing,2,Sales Executive,Sales,1
845,0,Female,Yes,Married,3,Very High,4,1,Medium,High,1,2,Medical,2,Research Scientist,Research & Development,1
846,0,Male,No,Divorced,3,Medium,2,4,Medium,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,1
847,0,Male,No,Single,4,Low,3,3,Medium,Very High,1,3,Medical,2,Healthcare Representative,Research & Development,0
848,0,Male,No,Married,4,Very High,2,4,Medium,High,1,4,Other,1,Laboratory Technician,Research & Development,1
849,1,Female,No,Single,1,High,2,2,Low,High,0,3,Marketing,2,Sales Executive,Sales,0
850,0,Female,No,Divorced,3,Low,3,3,High,High,Non-Travel,1,Life Sciences,1,Sales Representative,Sales,3
851,0,Female,No,Divorced,4,Low,4,3,High,High,0,4,Technical Degree,5,Manager,Research & Development,1
852,0,Female,No,Married,2,Very High,1,3,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,1
853,0,Male,No,Single,3,Low,3,3,High,Very High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
854,0,Female,Yes,Married,1,High,3,2,High,High,0,3,Medical,1,Research Scientist,Research & Development,1
855,0,Female,No,Married,4,Very High,2,2,Medium,High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,1
856,0,Male,No,Single,1,High,1,2,Medium,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
857,1,Male,Yes,Single,3,High,3,3,High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,0
858,0,Female,No,Divorced,4,High,2,3,High,High,0,2,Medical,5,Manager,Research & Development,1
859,0,Female,Yes,Married,2,Very High,1,2,Low,High,0,1,Life Sciences,1,Research Scientist,Research & Development,1
860,1,Male,Yes,Married,3,Very High,2,3,Medium,High,1,4,Life Sciences,1,Research Scientist,Research & Development,1
861,0,Female,No,Married,3,Low,1,3,High,Very High,0,3,Marketing,4,Manager,Sales,0
862,0,Male,No,Single,4,High,4,3,Low,High,Non-Travel,3,Life Sciences,1,Research Scientist,Research & Development,0
863,0,Male,No,Married,2,High,4,3,High,High,0,3,Human Resources,1,Human Resources,Human Resources,1
864,1,Male,No,Divorced,1,Low,1,1,Medium,High,Non-Travel,2,Life Sciences,1,Research Scientist,Research & Development,1
865,0,Male,No,Divorced,3,Low,3,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,3
866,0,Male,No,Married,2,Medium,4,3,High,High,1,4,Medical,2,Sales Executive,Sales,3
867,0,Female,No,Married,4,Low,3,3,High,Very High,1,3,Medical,4,Manager,Research & Development,1
868,0,Male,No,Married,4,Low,3,3,Medium,High,0,4,Medical,1,Laboratory Technician,Research & Development,3
869,0,Male,No,Married,4,Medium,1,3,High,High,0,2,Life Sciences,5,Research Director,Research & Development,1
870,0,Male,Yes,Married,3,Low,4,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,3
871,1,Female,No,Married,4,Medium,1,1,High,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,1
872,0,Female,No,Married,2,High,1,2,High,High,1,3,Medical,2,Sales Executive,Sales,1
873,0,Male,No,Divorced,3,High,3,3,Low,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
874,0,Male,No,Divorced,3,High,1,2,High,High,0,4,Life Sciences,2,Laboratory Technician,Research & Development,3
875,0,Male,No,Single,4,Very High,2,3,High,Very High,0,4,Other,2,Research Scientist,Research & Development,0
876,0,Male,No,Single,3,Very High,4,3,Very High,High,0,3,Marketing,1,Sales Representative,Sales,0
877,0,Male,No,Divorced,4,Very High,3,2,High,High,0,4,Technical Degree,2,Manufacturing Director,Research & Development,1
878,0,Male,No,Married,4,Low,1,4,Very High,High,Non-Travel,5,Medical,2,Human Resources,Human Resources,1
879,0,Male,Yes,Divorced,2,Very High,2,3,Very High,High,0,4,Marketing,2,Sales Executive,Sales,1
880,0,Female,No,Married,3,Medium,3,3,Medium,Very High,1,3,Other,1,Laboratory Technician,Research & Development,1
881,0,Female,Yes,Single,4,High,4,3,High,High,1,2,Life Sciences,2,Research Scientist,Research & Development,0
882,0,Female,Yes,Divorced,3,Low,3,3,Low,Very High,0,3,Technical Degree,3,Manufacturing Director,Research & Development,1
883,0,Male,No,Married,1,Very High,2,3,High,High,0,3,Medical,1,Research Scientist,Research & Development,1
884,0,Female,No,Divorced,2,Medium,2,4,Medium,High,0,3,Technical Degree,2,Sales Executive,Sales,1
885,0,Male,No,Single,3,Very High,2,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,0
886,0,Male,Yes,Married,4,Medium,1,3,High,Very High,0,3,Medical,1,Research Scientist,Research & Development,1
887,0,Female,Yes,Married,1,Low,3,3,High,High,1,5,Medical,3,Research Director,Research & Development,0
888,0,Female,Yes,Married,3,Very High,2,2,Medium,High,Non-Travel,2,Marketing,3,Sales Executive,Sales,1
889,0,Male,Yes,Married,1,Low,4,2,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,2
890,0,Female,No,Divorced,4,High,1,1,High,High,1,4,Life Sciences,3,Manufacturing Director,Research & Development,1
891,0,Female,No,Married,1,Very High,4,3,Very High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,1
892,1,Female,Yes,Single,1,Medium,2,4,Medium,Very High,Non-Travel,3,Medical,1,Research Scientist,Research & Development,0
893,0,Female,No,Divorced,1,Very High,1,3,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,3
894,0,Male,No,Married,4,Very High,1,3,High,High,0,3,Life Sciences,4,Research Director,Research & Development,0
895,0,Male,Yes,Married,3,Low,4,2,High,High,0,2,Medical,2,Healthcare Representative,Research & Development,0
896,0,Female,No,Single,3,Low,2,3,Medium,High,0,3,Medical,2,Healthcare Representative,Research & Development,0
897,0,Female,No,Single,3,Very High,4,3,Medium,High,0,3,Life Sciences,2,Sales Executive,Sales,0
898,0,Male,No,Married,3,Very High,2,3,Low,High,0,3,Life Sciences,5,Research Director,Research & Development,1
899,0,Male,No,Married,1,High,3,4,Medium,High,0,2,Medical,5,Manager,Research & Development,1
900,0,Male,No,Married,3,Medium,3,2,High,High,1,3,Technical Degree,1,Research Scientist,Research & Development,0
901,0,Male,No,Single,4,Medium,3,2,Very High,High,0,2,Technical Degree,1,Laboratory Technician,Research & Development,0
902,0,Male,No,Divorced,1,High,2,3,High,High,0,2,Life Sciences,1,Research Scientist,Research & Development,3
903,0,Male,Yes,Divorced,3,Very High,2,3,High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,2
904,0,Male,No,Single,4,Very High,3,4,Medium,High,0,3,Life Sciences,5,Research Director,Research & Development,0
905,0,Female,No,Divorced,4,Very High,2,2,Medium,High,0,3,Life Sciences,4,Research Director,Research & Development,2
906,0,Female,No,Married,3,High,4,2,Very High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,0
907,0,Male,No,Married,2,Medium,3,3,High,High,0,3,Marketing,5,Manager,Sales,1
908,0,Male,Yes,Divorced,4,High,4,3,Very High,High,0,5,Marketing,3,Sales Executive,Sales,2
909,0,Female,Yes,Single,2,Very High,4,3,Very High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
910,0,Male,No,Married,4,High,4,3,High,Very High,0,2,Life Sciences,1,Research Scientist,Research & Development,1
911,1,Male,Yes,Single,3,Very High,4,3,Low,High,1,1,Life Sciences,1,Sales Representative,Sales,0
912,0,Male,Yes,Single,3,Very High,2,2,High,Very High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
913,1,Female,Yes,Single,1,Medium,1,3,Low,High,0,3,Marketing,5,Manager,Sales,0
914,0,Male,Yes,Divorced,4,Medium,4,3,Medium,High,Non-Travel,1,Medical,4,Healthcare Representative,Research & Development,1
915,1,Female,No,Single,1,High,3,1,Medium,Very High,1,2,Life Sciences,1,Laboratory Technician,Research & Development,0
916,0,Female,No,Married,4,Medium,3,3,Medium,High,0,2,Marketing,5,Manager,Sales,1
917,0,Female,Yes,Single,3,Low,4,3,High,High,0,3,Marketing,2,Sales Executive,Sales,0
918,0,Male,Yes,Divorced,4,Medium,1,2,High,Very High,1,3,Life Sciences,5,Manager,Sales,1
919,0,Male,No,Single,4,Very High,4,2,High,High,0,4,Medical,3,Manufacturing Director,Research & Development,0
920,0,Female,No,Divorced,3,Medium,3,4,High,High,1,3,Medical,2,Laboratory Technician,Research & Development,2
921,0,Male,Yes,Single,4,High,3,2,High,High,1,4,Medical,1,Laboratory Technician,Research & Development,0
922,0,Male,No,Divorced,3,Low,4,2,Very High,High,0,2,Life Sciences,5,Manager,Research & Development,2
923,0,Male,No,Married,3,Medium,4,4,Medium,High,1,3,Life Sciences,2,Human Resources,Human Resources,2
924,0,Male,Yes,Married,3,High,4,3,High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,0
925,0,Female,Yes,Married,2,Medium,4,3,Very High,High,0,4,Medical,2,Research Scientist,Research & Development,0
926,0,Female,No,Single,4,Very High,4,4,Medium,High,0,4,Marketing,3,Sales Executive,Sales,0
927,0,Female,Yes,Single,3,Medium,4,3,High,High,0,4,Life Sciences,2,Manufacturing Director,Research & Development,0
928,1,Female,No,Married,1,Very High,4,3,High,High,0,3,Medical,3,Healthcare Representative,Research & Development,1
929,0,Male,Yes,Married,4,Very High,2,3,Medium,High,1,3,Life Sciences,1,Laboratory Technician,Research & Development,1
930,0,Female,No,Single,2,High,2,2,Medium,High,1,2,Medical,1,Laboratory Technician,Research & Development,0
931,0,Female,Yes,Single,3,High,3,3,High,High,Non-Travel,2,Medical,2,Manufacturing Director,Research & Development,0
932,1,Female,Yes,Divorced,2,High,1,3,High,High,0,3,Technical Degree,1,Laboratory Technician,Research & Development,2
933,0,Male,No,Single,4,Low,2,2,High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,0
934,0,Female,No,Single,4,Medium,4,2,High,High,0,3,Medical,1,Research Scientist,Research & Development,0
935,0,Male,No,Married,3,Very High,3,4,Very High,High,0,3,Medical,2,Sales Executive,Sales,2
936,0,Female,No,Single,2,Medium,3,3,High,Very High,1,3,Medical,5,Manager,Research & Development,0
937,0,Female,Yes,Divorced,3,Medium,4,3,Medium,High,0,4,Medical,4,Manager,Research & Development,2
938,0,Male,No,Divorced,1,High,4,3,High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,2
939,1,Male,No,Married,4,High,1,3,High,High,0,2,Life Sciences,2,Laboratory Technician,Research & Development,1
940,1,Male,No,Single,3,Low,1,3,High,High,0,3,Medical,1,Research Scientist,Research & Development,0
941,0,Female,No,Married,1,Very High,1,3,Medium,High,0,3,Technical Degree,2,Laboratory Technician,Research & Development,1
942,0,Female,No,Married,4,High,1,3,High,High,0,4,Technical Degree,3,Healthcare Representative,Research & Development,0
943,0,Female,No,Single,4,Low,3,4,High,High,0,2,Life Sciences,1,Human Resources,Human Resources,0
944,0,Female,No,Married,3,Very High,1,3,Low,High,Non-Travel,3,Life Sciences,2,Laboratory Technician,Research & Development,3
945,0,Female,Yes,Married,4,Low,2,3,High,High,0,3,Life Sciences,4,Research Director,Research & Development,0
946,1,Male,Yes,Single,4,Medium,3,3,Medium,High,0,4,Marketing,3,Sales Executive,Sales,0
947,1,Male,Yes,Single,2,Medium,3,2,High,High,0,3,Life Sciences,3,Sales Executive,Sales,0
948,0,Female,Yes,Married,2,Low,4,3,High,Very High,0,4,Medical,3,Manager,Research & Development,2
949,0,Male,No,Single,1,High,1,3,High,High,0,2,Life Sciences,2,Manufacturing Director,Research & Development,0
950,0,Female,Yes,Divorced,4,High,1,2,High,High,Non-Travel,4,Life Sciences,3,Sales Executive,Sales,1
951,0,Male,No,Single,3,Medium,1,3,Low,High,Non-Travel,2,Medical,2,Sales Executive,Sales,0
952,1,Female,Yes,Single,4,Medium,1,4,High,High,1,3,Life Sciences,1,Sales Representative,Sales,0
953,1,Male,No,Married,1,Low,3,4,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
954,0,Male,Yes,Married,3,High,4,2,High,High,Non-Travel,1,Life Sciences,4,Manager,Research & Development,0
955,0,Female,No,Married,4,High,4,3,Low,High,0,2,Medical,5,Manager,Research & Development,1
956,0,Male,No,Single,4,Medium,1,3,High,High,0,4,Life Sciences,5,Manager,Human Resources,0
957,0,Male,No,Divorced,3,High,2,3,High,High,Non-Travel,2,Life Sciences,1,Research Scientist,Research & Development,1
958,0,Male,No,Divorced,4,Very High,4,2,High,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,1
959,0,Male,No,Single,3,Very High,3,3,High,High,0,3,Life Sciences,2,Research Scientist,Research & Development,0
960,0,Female,No,Divorced,3,Low,4,3,High,High,1,3,Marketing,2,Sales Executive,Sales,1
961,0,Male,Yes,Single,3,High,2,3,High,High,1,4,Life Sciences,2,Research Scientist,Research & Development,0
962,0,Male,Yes,Divorced,3,Medium,2,3,High,High,0,3,Life Sciences,4,Manager,Human Resources,1
963,0,Female,No,Divorced,2,Low,4,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,1
964,0,Female,No,Single,3,Low,4,4,High,High,0,2,Medical,2,Sales Executive,Sales,0
965,0,Male,No,Married,4,Very High,3,2,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,3
966,1,Female,Yes,Married,3,Low,4,2,Medium,High,0,4,Medical,3,Manufacturing Director,Research & Development,0
967,0,Male,No,Married,2,Medium,3,3,High,Very High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
968,0,Female,No,Married,1,Low,4,2,Very High,High,1,3,Marketing,2,Sales Executive,Sales,1
969,0,Male,No,Single,4,Very High,3,3,High,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,0
970,0,Female,No,Married,3,Very High,2,3,Very High,High,0,3,Medical,1,Sales Representative,Sales,1
971,0,Female,No,Single,4,Medium,2,2,Medium,High,0,2,Technical Degree,4,Manufacturing Director,Research & Development,0
972,0,Female,No,Single,4,Very High,3,4,High,High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,0
973,0,Female,No,Married,4,Very High,2,3,Medium,High,0,3,Medical,2,Laboratory Technician,Research & Development,1
974,0,Male,No,Single,4,Very High,2,3,Low,Very High,1,1,Life Sciences,2,Sales Executive,Sales,0
975,1,Male,Yes,Single,1,High,3,2,Very High,High,0,4,Marketing,4,Sales Executive,Sales,0
976,0,Male,Yes,Married,4,Medium,1,3,High,High,0,3,Life Sciences,4,Manufacturing Director,Research & Development,1
977,0,Female,No,Divorced,1,High,3,3,Medium,Very High,Non-Travel,1,Technical Degree,1,Research Scientist,Research & Development,3
978,0,Female,No,Divorced,2,High,2,3,Very High,Very High,0,1,Medical,2,Healthcare Representative,Research & Development,3
979,0,Male,No,Married,2,High,1,3,High,High,0,3,Medical,2,Laboratory Technician,Research & Development,2
980,1,Female,No,Single,3,Very High,3,4,Medium,High,1,3,Life Sciences,1,Sales Representative,Sales,0
981,1,Female,Yes,Married,4,High,3,2,High,High,1,4,Marketing,2,Sales Executive,Sales,1
982,0,Male,No,Divorced,4,High,4,3,Very High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,3
983,0,Female,No,Single,3,Very High,4,4,High,High,0,4,Technical Degree,2,Healthcare Representative,Research & Development,0
984,0,Male,No,Married,3,Low,3,3,Medium,High,0,3,Life Sciences,2,Sales Executive,Sales,1
985,1,Male,Yes,Married,4,High,4,2,High,High,0,4,Medical,2,Manufacturing Director,Research & Development,2
986,0,Male,Yes,Married,1,Very High,4,4,Medium,High,0,4,Life Sciences,2,Sales Executive,Sales,2
987,0,Male,No,Married,2,Medium,2,3,High,High,1,3,Marketing,3,Sales Executive,Sales,0
988,0,Female,Yes,Divorced,4,Very High,1,2,High,High,1,3,Life Sciences,2,Research Scientist,Research & Development,2
989,0,Male,Yes,Married,3,High,4,3,High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,0
990,0,Male,No,Married,2,Very High,1,4,High,High,1,1,Life Sciences,2,Sales Executive,Sales,0
991,0,Male,Yes,Married,3,Medium,1,2,High,High,0,1,Marketing,2,Sales Executive,Sales,3
992,0,Male,No,Married,3,High,2,3,High,Very High,Non-Travel,2,Life Sciences,3,Healthcare Representative,Research & Development,1
993,0,Male,No,Married,1,High,2,2,Very High,High,0,1,Life Sciences,2,Sales Executive,Sales,0
994,0,Female,Yes,Married,4,High,2,2,Very High,High,1,2,Medical,4,Manufacturing Director,Research & Development,1
995,0,Female,Yes,Single,1,High,1,1,Medium,High,0,3,Medical,2,Research Scientist,Research & Development,0
996,0,Female,Yes,Married,4,Very High,4,3,Medium,High,0,3,Marketing,2,Sales Executive,Sales,0
997,1,Female,Yes,Single,4,High,4,3,High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,0
998,0,Male,No,Single,1,Very High,4,3,Medium,High,0,1,Medical,1,Research Scientist,Research & Development,0
999,0,Female,No,Married,3,Low,3,3,High,High,0,3,Human Resources,4,Manager,Human Resources,1
1000,0,Female,No,Married,3,Low,3,1,High,High,0,4,Other,1,Laboratory Technician,Research & Development,0
1001,0,Female,No,Single,1,High,1,3,High,High,0,3,Medical,1,Laboratory Technician,Research & Development,0
1002,0,Male,No,Single,3,Very High,3,3,High,High,1,2,Life Sciences,3,Manufacturing Director,Research & Development,0
1003,0,Male,No,Married,1,Very High,2,2,High,High,0,3,Technical Degree,1,Laboratory Technician,Research & Development,1
1004,0,Male,No,Single,3,Low,4,3,Very High,High,0,3,Other,1,Laboratory Technician,Research & Development,0
1005,0,Male,No,Single,2,Low,1,2,Medium,High,0,3,Other,3,Human Resources,Human Resources,0
1006,1,Male,No,Single,1,Low,1,3,Medium,Very High,1,2,Life Sciences,2,Laboratory Technician,Research & Development,0
1007,1,Female,Yes,Single,3,Very High,1,3,High,High,1,1,Other,3,Healthcare Representative,Research & Development,0
1008,0,Female,No,Single,4,Very High,4,2,High,High,0,3,Medical,4,Research Director,Research & Development,0
1009,0,Female,Yes,Married,4,Low,3,3,High,Very High,0,3,Medical,5,Research Director,Research & Development,1
1010,0,Male,No,Divorced,2,Very High,4,4,Very High,High,0,4,Medical,4,Research Director,Research & Development,2
1011,0,Female,Yes,Single,1,Medium,4,3,High,High,0,4,Marketing,2,Sales Executive,Sales,0
1012,1,Female,No,Single,2,High,2,3,Low,High,1,4,Life Sciences,1,Sales Representative,Sales,0
1013,0,Female,No,Divorced,4,Low,2,3,High,High,0,4,Marketing,2,Sales Executive,Sales,2
1014,0,Female,No,Single,1,Medium,3,4,High,High,0,5,Life Sciences,4,Research Director,Research & Development,0
1015,0,Male,No,Divorced,4,Low,3,3,High,High,1,4,Other,1,Research Scientist,Research & Development,2
1016,1,Female,No,Single,1,Medium,3,4,Medium,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
1017,0,Male,No,Married,2,Low,2,4,High,High,0,1,Life Sciences,1,Laboratory Technician,Research & Development,0
1018,0,Male,No,Single,1,Very High,3,2,Medium,High,0,4,Life Sciences,2,Laboratory Technician,Research & Development,0
1019,0,Female,No,Married,3,Low,1,2,Medium,High,0,4,Marketing,2,Sales Executive,Sales,2
