,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1100,35,0,0,1402,Sales,28,4,Life Sciences,2,Female,98,Medium,1,Sales Representative,High,Married,2430,26204,0,No,23,Very High,1,2,6,5,3,5,3,4,2
1101,32,0,0,824,Research & Development,5,2,Life Sciences,4,Female,67,Medium,2,Research Scientist,Medium,Married,5878,15624,3,No,12,High,1,1,12,2,3,7,1,2,5
1102,36,0,0,1157,Sales,2,4,Life Sciences,3,Male,70,High,1,Sales Representative,Very High,Single,2644,17001,3,Yes,21,Very High,4,0,7,3,2,3,2,1,2
1103,48,0,0,492,Sales,16,4,Life Sciences,3,Female,96,High,2,Sales Executive,High,Divorced,6439,13693,8,No,14,High,3,1,18,2,3,8,7,7,7
1104,29,0,0,598,Research & Development,9,3,Life Sciences,3,Male,91,Very High,1,Research Scientist,High,Married,2451,22376,6,No,18,High,1,2,5,2,2,1,0,0,0
1105,33,0,0,1242,Sales,8,4,Life Sciences,1,Male,46,High,2,Sales Executive,Low,Married,6392,10589,2,No,13,High,4,1,8,6,1,2,2,2,2
1106,30,1,0,740,Sales,1,3,Life Sciences,2,Male,64,Medium,2,Sales Executive,Low,Married,9714,5323,1,No,11,High,4,1,10,4,3,10,8,6,7
1107,38,0,1,888,Human Resources,10,4,Human Resources,3,Male,71,High,2,Human Resources,High,Married,6077,14814,3,No,11,High,3,0,10,2,3,6,3,1,2
1108,35,0,0,992,Research & Development,1,3,Medical,4,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,21731,1,No,19,High,2,0,3,3,3,3,0,1,2
1109,30,0,0,1288,Sales,29,4,Technical Degree,3,Male,33,High,3,Sales Executive,Medium,Married,9250,17799,3,No,12,High,2,1,9,3,3,4,2,1,3
1110,35,1,0,104,Research & Development,2,3,Life Sciences,1,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,26619,1,Yes,12,High,4,1,1,2,3,1,0,0,0
1111,53,1,0,607,Research & Development,2,5,Technical Degree,3,Female,78,Medium,3,Manufacturing Director,Very High,Married,10169,14618,0,No,16,High,2,1,34,4,3,33,7,1,9
1112,38,1,0,903,Research & Development,2,3,Medical,3,Male,81,High,2,Manufacturing Director,Medium,Married,4855,7653,4,No,11,High,1,2,7,2,3,5,2,1,4
1113,32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,High,2,Research Scientist,Low,Married,4087,25174,4,No,14,High,2,1,9,3,2,6,5,1,2
1114,48,0,0,1108,Research & Development,15,4,Other,3,Female,65,High,1,Research Scientist,Low,Married,2367,16530,8,No,12,High,4,1,10,3,2,8,2,7,6
1115,34,0,0,479,Research & Development,7,4,Medical,1,Male,35,High,1,Research Scientist,Very High,Single,2972,22061,1,No,13,High,3,0,1,4,1,1,0,0,0
1116,55,0,0,685,Sales,26,5,Marketing,3,Male,60,Medium,5,Manager,Very High,Married,19586,23037,1,No,21,Very High,3,1,36,3,3,36,6,2,13
1117,34,0,0,1351,Research & Development,1,4,Life Sciences,2,Male,45,High,2,Research Scientist,Very High,Married,5484,13008,9,No,17,High,2,1,9,3,2,2,2,2,1
1118,26,0,0,474,Research & Development,3,3,Life Sciences,1,Female,89,High,1,Research Scientist,Very High,Married,2061,11133,1,No,21,Very High,1,0,1,5,3,1,0,0,0
1119,38,0,0,1245,Sales,14,3,Life Sciences,3,Male,80,High,2,Sales Executive,Medium,Married,9924,12355,0,No,11,High,4,1,10,3,3,9,8,7,7
1120,38,0,0,437,Sales,16,3,Life Sciences,2,Female,90,High,2,Sales Executive,Medium,Single,4198,16379,2,No,12,High,2,0,8,5,4,3,2,1,2
1121,36,0,0,884,Sales,1,4,Life Sciences,2,Female,73,High,2,Sales Executive,High,Single,6815,21447,6,No,13,High,1,0,15,5,3,1,0,0,0
1122,29,0,0,1370,Research & Development,3,1,Medical,2,Male,87,High,1,Laboratory Technician,Low,Single,4723,16213,1,Yes,18,High,4,0,10,3,3,10,9,1,5
1123,35,0,0,670,Research & Development,10,4,Medical,1,Female,51,High,2,Healthcare Representative,High,Single,6142,4223,3,Yes,16,High,3,0,10,4,3,5,2,0,4
1124,39,0,0,1462,Sales,6,3,Medical,4,Male,38,Very High,3,Sales Executive,High,Married,8237,4658,2,No,11,High,1,1,11,3,3,7,6,7,6
1125,29,0,1,995,Research & Development,2,1,Life Sciences,1,Male,87,High,2,Healthcare Representative,Very High,Divorced,8853,24483,1,No,19,High,4,1,6,0,4,6,4,1,3
1126,50,0,0,264,Sales,9,3,Marketing,3,Male,59,High,5,Manager,High,Married,19331,19519,4,Yes,16,High,3,1,27,2,3,1,0,0,0
1127,23,0,0,977,Research & Development,10,3,Technical Degree,4,Male,45,Very High,1,Research Scientist,High,Married,2073,12826,2,No,16,High,4,1,4,2,3,2,2,2,2
1128,36,0,1,1302,Research & Development,6,4,Life Sciences,1,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,19711,3,Yes,13,High,4,1,9,3,3,3,2,0,2
1129,42,0,0,1059,Research & Development,9,2,Other,4,Male,93,Medium,5,Manager,Very High,Single,19613,26362,8,No,22,Very High,4,0,24,2,3,1,0,0,1
1130,35,0,0,750,Research & Development,28,3,Life Sciences,2,Male,46,Very High,2,Laboratory Technician,High,Married,3407,25348,1,No,17,High,4,2,10,3,2,10,9,6,8
1131,34,0,1,653,Research & Development,10,4,Technical Degree,4,Male,92,Medium,2,Healthcare Representative,High,Married,5063,15332,1,No,14,High,2,1,8,3,2,8,2,7,7
1132,40,0,0,118,Sales,14,2,Life Sciences,4,Female,84,High,2,Sales Executive,Low,Married,4639,11262,1,No,15,High,3,1,5,2,3,5,4,1,2
1133,43,0,0,990,Research & Development,27,3,Technical Degree,4,Male,87,Very High,1,Laboratory Technician,Medium,Divorced,4876,5855,5,No,12,High,3,1,8,0,3,6,4,0,2
1134,35,0,0,1349,Research & Development,7,2,Life Sciences,3,Male,63,Medium,1,Laboratory Technician,Very High,Married,2690,7713,1,No,18,High,4,1,1,5,2,1,0,0,1
1135,46,0,0,563,Sales,1,4,Life Sciences,4,Male,56,Very High,4,Manager,Low,Single,17567,3156,1,No,15,High,2,0,27,5,1,26,0,0,12
1136,28,1,0,329,Research & Development,24,3,Medical,3,Male,51,High,1,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,High,3,3,1,3,3,1,1,0,0
1137,22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,Medium,1,Research Scientist,High,Married,2814,10293,1,Yes,14,High,2,0,4,2,2,4,2,1,3
1138,50,0,1,1234,Research & Development,20,5,Medical,2,Male,41,High,4,Healthcare Representative,High,Married,11245,20689,2,Yes,15,High,3,1,32,3,3,30,8,12,13
1139,32,0,0,634,Research & Development,5,4,Other,2,Female,35,Very High,1,Research Scientist,Very High,Married,3312,18783,3,No,17,High,4,2,6,3,3,3,2,0,2
1140,44,0,0,1313,Research & Development,7,3,Medical,2,Female,31,High,5,Research Director,Very High,Divorced,19049,3549,0,Yes,14,High,4,1,23,4,2,22,7,1,10
1141,30,0,0,241,Research & Development,7,3,Medical,2,Male,48,Medium,1,Research Scientist,Medium,Married,2141,5348,1,No,12,High,2,1,6,3,2,6,4,1,1
1142,45,0,0,1015,Research & Development,5,5,Medical,3,Female,50,Low,2,Laboratory Technician,Low,Single,5769,23447,1,Yes,14,High,1,0,10,3,3,10,7,1,4
1143,45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,Medium,2,Sales Executive,Low,Married,4385,24162,1,No,15,High,1,1,10,2,3,10,7,4,5
1144,31,0,1,715,Sales,2,4,Other,4,Male,54,High,2,Sales Executive,Low,Single,5332,21602,7,No,13,High,4,0,10,3,3,5,2,0,3
1145,36,0,0,559,Research & Development,12,4,Life Sciences,3,Female,76,High,2,Manufacturing Director,High,Married,4663,12421,9,Yes,12,High,2,2,7,2,3,3,2,1,1
1146,34,0,1,426,Research & Development,10,4,Life Sciences,3,Male,42,Very High,2,Manufacturing Director,Very High,Divorced,4724,17000,1,No,13,High,1,1,9,3,3,9,7,7,2
1147,49,0,0,722,Research & Development,25,4,Life Sciences,3,Female,84,High,1,Laboratory Technician,Low,Married,3211,22102,1,No,14,High,4,1,10,3,2,9,6,1,4
1148,39,0,0,1387,Research & Development,10,5,Medical,2,Male,76,High,2,Manufacturing Director,Low,Married,5377,3835,2,No,13,High,4,3,10,3,3,7,7,7,7
1149,27,0,0,1302,Research & Development,19,3,Other,4,Male,67,Medium,1,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,High,1,2,7,3,3,7,7,0,7
1150,35,0,0,819,Research & Development,18,5,Life Sciences,2,Male,48,Very High,2,Research Scientist,Low,Married,5208,26312,1,No,11,High,4,0,16,2,3,16,15,1,10
1151,28,0,0,580,Research & Development,27,3,Medical,2,Female,39,Low,2,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Very High,2,1,6,5,2,5,3,0,0
1152,21,0,0,546,Research & Development,5,1,Medical,3,Male,97,High,1,Research Scientist,Very High,Single,3117,26009,1,No,18,High,3,0,3,2,3,2,2,2,2
1153,18,1,1,544,Sales,3,2,Medical,2,Female,70,High,1,Sales Representative,Very High,Single,1569,18420,1,Yes,12,High,3,0,0,2,4,0,0,0,0
1154,47,0,0,1176,Human Resources,26,4,Life Sciences,4,Female,98,High,5,Manager,High,Married,19658,5220,3,No,11,High,3,1,27,2,3,5,2,1,0
1155,39,0,0,170,Research & Development,3,2,Medical,3,Male,76,Medium,2,Laboratory Technician,High,Divorced,3069,10302,0,No,15,High,4,1,11,3,3,10,8,0,7
1156,40,0,0,884,Research & Development,15,3,Life Sciences,1,Female,80,Medium,3,Manufacturing Director,High,Married,10435,25800,1,No,13,High,4,2,18,2,3,18,15,14,12
1157,35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,High,2,Healthcare Representative,High,Married,4148,12250,1,No,12,High,4,1,15,5,3,14,11,2,9
1158,37,0,0,671,Research & Development,19,3,Life Sciences,3,Male,85,High,2,Manufacturing Director,High,Married,5768,26493,3,No,17,High,1,3,9,2,2,4,3,0,2
1159,39,0,1,711,Research & Development,4,3,Medical,1,Female,81,High,2,Manufacturing Director,High,Single,5042,3140,0,No,13,High,4,0,10,2,1,9,2,3,8
1160,45,0,0,1329,Research & Development,2,2,Other,4,Female,59,Medium,2,Manufacturing Director,Very High,Divorced,5770,5388,1,No,19,High,1,2,10,3,3,10,7,3,9
1161,38,0,0,397,Research & Development,2,2,Medical,4,Female,54,Medium,3,Manufacturing Director,High,Married,7756,14199,3,Yes,19,High,4,1,10,6,4,5,4,0,2
1162,35,1,0,737,Sales,10,3,Medical,4,Male,55,Medium,3,Sales Executive,Low,Married,10306,21530,9,No,17,High,3,0,15,3,3,13,12,6,0
1163,37,0,0,1470,Research & Development,10,3,Medical,2,Female,71,High,1,Research Scientist,Medium,Married,3936,9953,1,No,11,High,1,1,8,2,1,8,4,7,7
1164,40,0,0,448,Research & Development,16,3,Life Sciences,3,Female,84,High,3,Manufacturing Director,Very High,Single,7945,19948,6,Yes,15,High,4,0,18,2,2,4,2,3,3
1165,44,0,1,602,Human Resources,1,5,Human Resources,1,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4,Yes,11,High,3,0,14,3,3,10,7,0,2
1166,48,0,1,365,Research & Development,4,5,Medical,3,Male,89,Medium,4,Manager,Very High,Married,15202,5602,2,No,25,Very High,2,1,23,3,3,2,2,2,2
1167,35,1,0,763,Sales,15,2,Medical,1,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,High,4,2,7,2,2,2,2,2,2
1168,24,0,1,567,Research & Development,2,1,Technical Degree,1,Female,32,High,1,Research Scientist,Very High,Single,3760,17218,1,Yes,13,High,3,0,6,2,3,6,3,1,3
1169,27,0,0,486,Research & Development,8,3,Medical,2,Female,86,Very High,1,Research Scientist,High,Married,3517,22490,7,No,17,High,1,0,5,0,3,3,2,0,2
1170,27,0,1,591,Research & Development,2,3,Medical,4,Male,87,High,1,Research Scientist,Very High,Single,2580,6297,2,No,13,High,3,0,6,0,2,4,2,1,2
1171,40,1,0,1329,Research & Development,7,3,Life Sciences,1,Male,73,High,1,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,High,2,0,10,3,1,4,2,0,3
1172,29,0,0,469,Sales,10,3,Medical,3,Male,42,Medium,2,Sales Executive,High,Single,5869,23413,9,No,11,High,3,0,8,2,3,5,2,1,4
1173,36,0,0,711,Research & Development,5,4,Life Sciences,2,Female,42,High,3,Healthcare Representative,Low,Married,8008,22792,4,No,12,High,3,2,9,6,3,3,2,0,2
1174,25,0,1,772,Research & Development,2,1,Life Sciences,4,Male,77,Very High,2,Manufacturing Director,High,Divorced,5206,4973,1,No,17,High,3,2,7,6,3,7,7,0,7
1175,39,0,0,492,Research & Development,12,3,Medical,4,Male,66,High,2,Manufacturing Director,Medium,Married,5295,7693,4,No,21,Very High,3,0,7,3,3,5,4,1,0
1176,49,0,0,301,Research & Development,22,4,Other,1,Female,72,High,4,Research Director,Medium,Married,16413,3498,3,No,16,High,2,2,27,2,3,4,2,1,2
1177,50,0,0,813,Research & Development,17,5,Life Sciences,4,Female,50,Medium,3,Research Director,Low,Divorced,13269,21981,5,No,15,High,3,3,19,3,3,14,11,1,11
1178,20,0,0,1141,Sales,2,3,Medical,3,Female,31,High,1,Sales Representative,High,Single,2783,13251,1,No,19,High,1,0,2,3,3,2,2,2,2
1179,34,0,0,1130,Research & Development,3,3,Life Sciences,4,Female,66,High,2,Research Scientist,Medium,Divorced,5433,19332,1,No,12,High,3,1,11,2,3,11,8,7,9
1180,36,0,0,311,Research & Development,7,3,Life Sciences,1,Male,77,High,1,Laboratory Technician,Medium,Single,2013,10950,2,No,11,High,3,0,15,4,3,4,3,1,3
1181,49,0,0,465,Research & Development,6,1,Life Sciences,3,Female,41,Medium,4,Healthcare Representative,High,Married,13966,11652,2,Yes,19,High,2,1,30,3,3,15,11,2,12
1182,36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,Medium,2,Manufacturing Director,High,Married,4374,15411,0,No,15,High,3,0,4,6,3,3,2,1,2
1183,36,0,0,1040,Research & Development,3,2,Life Sciences,4,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Very High,1,1,13,3,3,5,4,0,4
1184,54,0,0,584,Research & Development,22,5,Medical,2,Female,91,High,4,Manager,High,Married,17426,18685,3,No,25,Very High,3,1,36,6,3,10,8,4,7
1185,43,0,0,1291,Research & Development,15,2,Life Sciences,3,Male,65,Medium,4,Research Director,High,Married,17603,3525,1,No,24,Very High,1,1,14,3,3,14,10,6,11
1186,35,1,1,880,Sales,12,4,Other,4,Male,36,High,2,Sales Executive,Very High,Single,4581,10414,3,Yes,24,Very High,1,0,13,2,4,11,9,6,7
1187,38,0,1,1189,Research & Development,1,3,Life Sciences,4,Male,90,High,2,Research Scientist,Very High,Married,4735,9867,7,No,15,High,4,2,19,4,4,13,11,2,9
1188,29,0,0,991,Sales,5,3,Medical,1,Male,43,Medium,2,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,High,2,1,10,3,2,10,0,0,9
1189,33,0,0,392,Sales,2,4,Medical,4,Male,93,High,2,Sales Executive,Very High,Divorced,5505,3921,1,No,14,High,3,2,6,5,3,6,2,0,4
1190,32,0,0,977,Research & Development,2,3,Medical,4,Male,45,High,2,Research Scientist,Medium,Divorced,5470,25518,0,No,13,High,3,2,10,4,2,9,5,1,6
1191,31,0,0,1112,Sales,5,4,Life Sciences,1,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,No,11,High,1,2,10,2,3,10,0,0,2
1192,49,0,0,464,Research & Development,16,3,Medical,4,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,High,2,1,17,2,2,2,2,2,2
1193,38,0,1,148,Research & Development,2,3,Medical,4,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Very High,2,0,4,3,3,4,3,3,3
1194,47,0,0,1225,Sales,2,4,Life Sciences,2,Female,47,Very High,4,Manager,Medium,Divorced,15972,21086,6,No,14,High,3,3,29,2,3,3,2,1,2
1195,49,0,0,809,Research & Development,1,3,Life Sciences,3,Male,36,High,4,Manager,High,Single,15379,22384,4,No,14,High,1,0,23,2,3,8,7,0,0
1196,41,0,0,1206,Sales,23,2,Life Sciences,4,Male,80,High,3,Sales Executive,High,Single,7082,11591,3,Yes,16,High,4,0,21,2,3,2,0,0,2
1197,20,0,0,727,Sales,9,1,Life Sciences,4,Male,54,High,1,Sales Representative,Low,Single,2728,21082,1,No,11,High,1,0,2,3,3,2,2,0,2
1198,33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,High,2,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Very High,3,1,7,2,3,6,5,1,2
1199,36,0,0,1351,Research & Development,26,4,Life Sciences,1,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,No,14,High,2,2,10,2,2,3,2,0,2
1200,44,0,0,528,Human Resources,1,3,Life Sciences,3,Female,44,High,1,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,High,1,3,8,2,3,2,2,2,2
1201,23,1,0,1320,Research & Development,8,1,Medical,4,Male,93,Medium,1,Laboratory Technician,High,Single,3989,20586,1,Yes,11,High,1,0,5,2,3,5,4,1,2
1202,38,0,0,1495,Research & Development,4,2,Medical,4,Female,87,High,1,Laboratory Technician,High,Married,3306,26176,7,No,19,High,4,1,7,5,2,0,0,0,0
1203,53,0,0,1395,Research & Development,24,4,Medical,2,Male,48,Very High,3,Healthcare Representative,Very High,Married,7005,3458,3,No,15,High,3,0,11,2,3,4,3,1,2
1204,48,1,1,708,Sales,7,2,Medical,4,Female,95,High,1,Sales Representative,High,Married,2655,11740,2,Yes,11,High,3,2,19,3,3,9,7,7,7
1205,32,1,0,1259,Research & Development,2,4,Life Sciences,4,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,No,12,High,1,0,1,2,3,1,0,0,0
1206,26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,High,1,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Very High,3,0,7,5,3,7,7,5,7
1207,55,0,0,1441,Research & Development,22,3,Technical Degree,1,Male,94,Medium,1,Research Scientist,Medium,Divorced,3537,23737,5,No,12,High,4,1,8,1,3,4,2,1,2
1208,34,0,0,1157,Research & Development,5,2,Medical,2,Male,57,Medium,2,Laboratory Technician,Very High,Married,3986,11912,1,No,14,High,3,1,15,3,4,15,10,4,13
1209,60,0,0,370,Research & Development,1,4,Medical,3,Male,92,Low,3,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Very High,3,1,19,2,4,1,0,0,0
1210,33,0,0,267,Research & Development,21,3,Medical,2,Male,79,Very High,1,Laboratory Technician,Medium,Married,2028,13637,1,No,18,High,4,3,14,6,3,14,11,2,13
1211,37,0,1,1278,Sales,1,4,Medical,3,Male,31,Low,2,Sales Executive,Very High,Divorced,9525,7677,1,No,14,High,3,2,6,2,2,6,3,1,3
1212,34,0,0,678,Research & Development,19,3,Life Sciences,2,Female,35,Medium,1,Research Scientist,Very High,Married,2929,20338,1,No,12,High,2,0,10,3,3,10,9,8,7
1213,23,1,0,427,Sales,7,3,Life Sciences,3,Male,99,High,1,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Very High,2,1,3,2,3,3,2,0,2
1214,44,0,0,921,Research & Development,2,3,Life Sciences,3,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,High,2,1,9,2,3,8,7,6,7
1215,35,0,1,146,Research & Development,2,4,Medical,1,Male,79,Medium,1,Research Scientist,Very High,Single,4930,13970,0,Yes,14,High,3,0,6,2,4,5,4,1,4
1216,43,0,0,1179,Sales,2,3,Medical,4,Male,73,High,2,Sales Executive,Very High,Married,7847,6069,1,Yes,17,High,1,1,10,3,3,10,9,8,8
1217,24,0,0,581,Research & Development,9,3,Medical,3,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,No,16,High,4,1,5,1,3,5,3,0,4
1218,41,0,0,918,Sales,6,3,Marketing,4,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,No,12,High,2,0,10,3,3,10,8,8,7
1219,29,0,0,1082,Research & Development,9,4,Medical,4,Female,43,High,1,Laboratory Technician,High,Married,2974,25412,9,No,17,High,3,1,9,2,3,5,3,1,2
1220,36,0,0,530,Sales,2,4,Life Sciences,3,Female,51,High,2,Sales Representative,Very High,Single,4502,7439,3,No,15,High,3,0,17,2,2,13,7,6,7
1221,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,Medium,3,Healthcare Representative,High,Married,10748,3395,3,No,23,Very High,4,1,25,3,2,23,15,14,4
1222,24,1,0,240,Human Resources,22,1,Human Resources,4,Male,58,Low,1,Human Resources,High,Married,1555,11585,1,No,11,High,3,1,1,2,3,1,0,0,0
1223,47,1,1,1093,Sales,9,3,Life Sciences,3,Male,82,Low,4,Sales Executive,High,Married,12936,24164,7,No,11,High,3,0,25,3,1,23,5,14,10
1224,26,0,0,390,Research & Development,17,4,Medical,4,Male,62,Low,1,Laboratory Technician,High,Married,2305,6217,1,No,15,High,3,3,3,3,4,3,2,0,2
1225,45,0,0,1005,Research & Development,28,2,Technical Degree,4,Female,48,Medium,4,Research Director,Medium,Single,16704,17119,1,No,11,High,3,0,21,2,3,21,6,8,6
1226,32,0,1,585,Research & Development,10,3,Life Sciences,1,Male,56,High,1,Research Scientist,High,Married,3433,17360,6,No,13,High,1,1,10,3,2,5,2,1,3
1227,31,0,0,741,Research & Development,2,4,Life Sciences,2,Male,69,High,1,Laboratory Technician,High,Married,3477,18103,1,No,14,High,4,1,6,2,4,5,2,0,3
1228,41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,No,19,High,2,1,10,4,3,3,2,1,2
1229,40,0,0,369,Research & Development,8,2,Life Sciences,2,Female,92,High,2,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,High,2,1,18,3,3,1,0,0,0
1230,24,0,0,506,Research & Development,29,1,Medical,2,Male,91,High,1,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,High,2,3,6,2,4,6,2,1,2
1231,46,0,0,717,Research & Development,13,4,Life Sciences,3,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,No,14,High,4,0,19,3,3,10,7,0,9
1232,35,0,0,1370,Research & Development,27,4,Life Sciences,4,Male,49,High,2,Manufacturing Director,High,Married,6883,5151,2,No,16,High,2,1,17,3,3,7,7,0,7
1233,30,0,0,793,Research & Development,16,1,Life Sciences,2,Male,33,High,1,Research Scientist,Very High,Married,2862,3811,1,No,12,High,2,1,10,2,2,10,0,0,8
1234,47,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,No,11,High,4,1,4,3,1,1,0,0,0
1235,46,0,0,1277,Sales,2,3,Life Sciences,3,Male,74,High,3,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,High,2,1,13,5,2,10,6,0,3
1236,36,1,0,1456,Sales,13,5,Marketing,2,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,High,2,3,16,3,3,2,2,2,2
1237,32,1,0,964,Sales,1,2,Life Sciences,1,Male,34,Low,2,Sales Executive,Medium,Single,6735,12147,6,No,15,High,2,0,10,2,3,0,0,0,0
1238,23,0,0,160,Research & Development,4,1,Medical,3,Female,51,High,1,Laboratory Technician,Medium,Single,3295,12862,1,No,13,High,3,0,3,3,1,3,2,1,2
1239,31,0,1,163,Research & Development,24,1,Technical Degree,4,Female,30,High,2,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Very High,4,0,9,3,2,5,4,1,4
1240,39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,High,4,1,9,2,3,9,8,5,8
1241,32,0,0,371,Sales,19,3,Life Sciences,4,Male,80,Low,3,Sales Executive,High,Married,9610,3840,3,No,13,High,3,1,10,2,1,4,3,0,2
1242,40,0,0,611,Sales,7,4,Medical,2,Male,88,High,5,Manager,Medium,Single,19833,4349,1,No,14,High,2,0,21,3,2,21,8,12,8
1243,45,0,0,176,Human Resources,4,3,Life Sciences,3,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,No,21,Very High,3,2,9,2,4,5,0,0,3
1244,30,0,1,1312,Research & Development,2,4,Technical Degree,4,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,No,16,High,4,0,10,2,3,9,7,0,7
1245,24,0,1,897,Human Resources,10,3,Medical,1,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,No,14,High,4,1,3,2,3,2,2,2,1
1246,30,1,1,600,Human Resources,8,3,Human Resources,3,Female,66,Medium,1,Human Resources,Very High,Divorced,2180,9732,6,No,11,High,3,1,6,0,2,4,2,1,2
1247,31,0,0,1003,Sales,5,3,Technical Degree,1,Male,51,High,2,Sales Executive,High,Married,8346,20943,1,No,19,High,3,1,6,3,3,5,2,0,2
1248,27,0,0,1054,Research & Development,8,3,Medical,3,Female,67,High,1,Research Scientist,Very High,Single,3445,6152,1,No,11,High,3,0,6,5,2,6,2,1,4
1249,29,1,0,428,Sales,9,3,Marketing,2,Female,52,Low,1,Sales Representative,Medium,Single,2760,14630,1,No,13,High,3,0,2,3,3,2,2,2,2
1250,29,0,1,461,Research & Development,1,3,Life Sciences,4,Male,70,Very High,2,Healthcare Representative,High,Single,6294,23060,8,Yes,12,High,4,0,10,5,4,3,2,0,2
1251,30,0,0,979,Sales,15,2,Marketing,3,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,No,11,High,1,1,12,2,3,7,7,1,7
1252,34,0,0,181,Research & Development,2,4,Medical,4,Male,97,Very High,1,Research Scientist,Very High,Married,2932,5586,0,Yes,14,High,1,3,6,3,3,5,0,1,2
1253,33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,High,2,Sales Executive,Medium,Single,5147,10697,8,No,15,High,4,0,13,2,2,11,7,1,7
1254,49,0,0,1313,Sales,11,4,Marketing,4,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,No,12,High,3,0,8,1,4,5,1,0,4
1255,33,1,0,211,Sales,16,3,Life Sciences,1,Female,74,High,3,Sales Executive,Low,Single,8564,10092,2,Yes,20,Very High,3,0,11,2,2,0,0,0,0
1256,38,0,1,594,Research & Development,2,2,Medical,3,Female,75,Medium,1,Laboratory Technician,Medium,Married,2468,15963,4,No,14,High,2,1,9,4,2,6,1,0,5
1257,31,1,0,1079,Sales,16,4,Marketing,1,Male,70,High,3,Sales Executive,High,Married,8161,19002,2,No,13,High,1,3,10,2,3,1,0,0,0
1258,29,0,0,590,Research & Development,4,3,Technical Degree,4,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,No,13,High,3,1,1,2,3,1,0,0,0
1259,30,0,0,305,Research & Development,16,3,Life Sciences,3,Male,58,Very High,2,Healthcare Representative,High,Married,5294,9128,3,No,16,High,3,1,10,3,3,7,0,1,7
1260,32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,High,1,Research Scientist,Medium,Single,2718,17674,2,No,14,High,2,0,12,3,3,7,7,0,7
